CIS #,Profile,Recommendation,Status,Policy,Setting definition ID,Configured value,vs v4.0.0,Notes
4.11.15.4.2,L1,"Ensure 'Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_eventlogservice_specifymaximumfilesizesystemlog,Specify the maximum log file size (KB) = Enabled [Maximum Log Size (KB) = 32768],New,
4.11.18.1,L1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_windowsexplorer_enablesmartscreen,Configure Windows Defender SmartScreen = Enabled [Pick one of the following settings: (Device) = Warn and prevent bypass],Unchanged,
4.11.18.2,L1,Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_fileexplorer_turnoffdataexecutionpreventionforexplorer,Turn off Data Execution Prevention for Explorer = Disabled,Unchanged,
4.11.18.3,L1,Ensure 'Turn off heap termination on corruption' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_fileexplorer_turnoffheapterminationoncorruption,Turn off heap termination on corruption = Disabled,Unchanged,
4.11.18.4,L1,Ensure 'Turn off shell protocol protected mode' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_windowsexplorer_shellprotocolprotectedmodetitle_2,Turn off shell protocol protected mode = Disabled,New,
4.11.27.1,L1,Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_msapolicy_microsoftaccount_disableuserauth,Block all consumer Microsoft account user authentication = Enabled,New,
4.11.30.1,L1,Ensure 'Prevent users from sharing files within their profile. (User)' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - U - Security Hardening - v5.0.0,user_vendor_msft_policy_config_admx_sharing_noinplacesharing,Prevent users from sharing files within their profile. (User) = Enabled,New,
4.11.34.1,L2,Ensure 'Turn off Push To Install service' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_pushtoinstall_disablepushtoinstall,Turn off Push To Install service = Enabled,New,
4.11.35.3.2,L1,Ensure 'Do not allow passwords to be saved' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_donotallowpasswordsaving,Do not allow passwords to be saved = Enabled,Unchanged,
4.11.35.4.2.1,L2,Ensure 'Allow users to connect remotely by using Remote Desktop Services' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_allowuserstoconnectremotely,Allow users to connect remotely by using Remote Desktop Services = Disabled,New,
4.11.35.4.3.1,L2,Ensure 'Do not allow COM port redirection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_client_com,Do not allow COM port redirection = Enabled,New,
4.11.35.4.3.2,L1,Ensure 'Do not allow drive redirection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_donotallowdriveredirection,Do not allow drive redirection = Enabled,Unchanged,
4.11.35.4.3.3,L2,Ensure 'Do not allow LPT port redirection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_client_lpt,Do not allow LPT port redirection = Enabled,New,
4.11.35.4.3.4,L2,Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_client_pnp,Do not allow supported Plug and Play device redirection = Enabled,New,
4.11.35.4.3.5,L2,Ensure 'Restrict clipboard transfer from server to client' is set to 'Enabled: Disable clipboard transfers from server to client' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_limitservertoclientclipboardredirection,Restrict clipboard transfer from server to client = Enabled [Restrict clipboard transfer from server to client: (Device) = Disable clipboard transfers from server to client],New,
4.11.35.4.9.1,L1,Ensure 'Always prompt for password upon connection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_promptforpassworduponconnection,Always prompt for password upon connection = Enabled,Unchanged,
4.11.35.4.9.2,L1,Ensure 'Require secure RPC communication' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_requiresecurerpccommunication,Require secure RPC communication = Enabled,Unchanged,
4.11.35.4.9.3,L1,Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_security_layer_policy,Require use of specific security layer for remote (RDP) connections = Enabled [Security Layer (Device) = SSL],New,
4.11.35.4.9.4,L1,Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_user_authentication_policy,Require user authentication for remote connections by using Network Level Authentication = Enabled,New,
4.11.35.4.9.5,L1,Ensure 'Set client connection encryption level' is set to 'Enabled: High Level' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_remotedesktopservices_clientconnectionencryptionlevel,Set client connection encryption level = Enabled [Encryption Level = High Level],Unchanged,
4.11.35.4.10.1,L2,"Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)' (Automated)",In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_sessions_idle_limit_2,Set time limit for active but idle Remote Desktop Services sessions = Enabled [Idle session limit: (Device) = 15 minutes],New,
4.11.35.4.10.2,L2,Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_sessions_disconnected_timeout_2,Set time limit for disconnected sessions = Enabled [End a disconnected session (Device) = 1 minute],New,
4.11.35.4.11.1,L1,Ensure 'Do not delete temp folders upon exit' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Remote Desktop Services and RPC - v5.0.0,device_vendor_msft_policy_config_admx_terminalserver_ts_temp_delete,Do not delete temp folders upon exit = Disabled,New,
4.11.36.1,L1,Ensure 'Prevent downloading of enclosures' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_internetexplorer_disableenclosuredownloading,Prevent downloading of enclosures = Enabled,Unchanged,
4.11.41.1,L1,Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_windowsstore_disableosupgrade_2,Turn off the offer to update to the latest version of Windows = Enabled,New,
4.11.41.2,L2,Ensure 'Turn off the Store application' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_admx_windowsstore_removewindowsstore_2,Turn off the Store application = Enabled,New,
4.11.48.1,L2,Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_msi_safeforscripting,Prevent Internet Explorer security prompt for Windows Installer scripts = Disabled,New,
4.11.49.1,L1,Ensure 'Enable MPR notifications for the system' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_windowslogon_enablemprnotifications,Enable MPR notifications for the system = Disabled,New,
4.11.49.2,L1,Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_windowslogon_allowautomaticrestartsignon,Sign-in and lock last interactive user automatically after a restart = Disabled,New,
4.11.51.2.1,L2,Ensure 'Prevent Codec Download (User)' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - U - Security Hardening - v5.0.0,user_vendor_msft_policy_config_admx_windowsmediaplayer_policycodecupdate,Prevent Codec Download (User) = Enabled,New,
4.11.53.1,L2,Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_windowspowershell_turnonpowershellscriptblocklogging,Turn on PowerShell Script Block Logging = Enabled [Log script block invocation start / stop events: = False],New,
4.11.53.2,L2,Ensure 'Turn on PowerShell Transcription' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_admx_powershellexecutionpolicy_enabletranscripting,Turn on PowerShell Transcription = Enabled [Transcript output directory (Device) = ''; Include invocation headers: (Device) = False],New,Output directory left blank (default: user Documents); invocation headers off
4.11.54.1.1,L1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_allowbasicauthentication_client,Allow Basic authentication = Disabled,Unchanged,
4.11.54.1.2,L1,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_allowunencryptedtraffic_client,Allow unencrypted traffic = Disabled,Unchanged,
4.11.54.1.3,L1,Ensure 'Disallow Digest authentication' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_disallowdigestauthentication,Disallow Digest authentication = Enabled,Unchanged,
4.11.54.2.1,L1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_allowbasicauthentication_service,Allow Basic authentication = Disabled,Unchanged,
4.11.54.2.2,L2,Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_allowremoteservermanagement,Allow remote server management through WinRM = Disabled,New,
4.11.54.2.3,L1,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_allowunencryptedtraffic_service,Allow unencrypted traffic = Disabled,Unchanged,
4.11.54.2.4,L1,Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remotemanagement_disallowstoringofrunascredentials,Disallow WinRM from storing RunAs credentials = Enabled,Unchanged,
4.11.55.1,L2,Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_remoteshell_allowremoteshellaccess,Allow Remote Shell Access = Disabled,New,
6.1,L1,Ensure 'Account Logon Audit Credential Validation' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogon_auditcredentialvalidation,Account Logon Audit Credential Validation = Success+ Failure,Changed,
6.2,L1,Ensure 'Account Logon Logoff Audit Account Lockout' is set to include 'Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditaccountlockout,Account Logon Logoff Audit Account Lockout = Failure,Changed,
6.3,L1,Ensure 'Account Logon Logoff Audit Group Membership' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditgroupmembership,Account Logon Logoff Audit Group Membership = Success,Unchanged,
6.4,L1,Ensure 'Account Logon Logoff Audit Logoff' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditlogoff,Account Logon Logoff Audit Logoff = Success,Unchanged,
6.5,L1,Ensure 'Account Logon Logoff Audit Logon' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditlogon,Account Logon Logoff Audit Logon = Success+ Failure,Changed,
6.6,L1,Ensure 'Account Management Audit Application Group Management' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountmanagement_auditapplicationgroupmanagement,Account Management Audit Application Group Management = Success+ Failure,Changed,
6.7,L1,Ensure 'Audit Authentication Policy Change' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_policychange_auditauthenticationpolicychange,Audit Authentication Policy Change = Success,Unchanged,
6.8,L1,Ensure 'Audit Authorization Policy Change' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_policychange_auditauthorizationpolicychange,Audit Authorization Policy Change = Success,Unchanged,
6.9,L1,Ensure 'Audit Changes to Audit Policy' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_policychange_auditpolicychange,Audit Changes to Audit Policy = Success,Unchanged,
6.10,L1,Ensure 'Audit File Share Access' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_objectaccess_auditfileshare,Audit File Share Access = Success+Failure,Changed,
6.11,L1,Ensure 'Audit Other Logon Logoff Events' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditotherlogonlogoffevents,Audit Other Logon Logoff Events = Success+Failure,Changed,
6.12,L1,Ensure 'Audit Security Group Management' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountmanagement_auditsecuritygroupmanagement,Audit Security Group Management = Success,Unchanged,
6.13,L1,Ensure 'Audit Security System Extension' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_system_auditsecuritysystemextension,Audit Security System Extension = Success,Unchanged,
6.14,L1,Ensure 'Audit Special Logon' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountlogonlogoff_auditspeciallogon,Audit Special Logon = Success,Unchanged,
6.15,L1,Ensure 'Audit User Account Management' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_accountmanagement_audituseraccountmanagement,Audit User Account Management = Success+Failure,Changed,
6.16,L1,Ensure 'Detailed Tracking Audit PNP Activity' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_detailedtracking_auditpnpactivity,Detailed Tracking Audit PNP Activity = Success,Unchanged,
6.17,L1,Ensure 'Detailed Tracking Audit Process Creation' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_detailedtracking_auditprocesscreation,Detailed Tracking Audit Process Creation = Success,Unchanged,
6.18,L1,Ensure 'Object Access Audit Detailed File Share' is set to include 'Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_objectaccess_auditdetailedfileshare,Object Access Audit Detailed File Share = Failure,Changed,
6.19,L1,Ensure 'Object Access Audit Other Object Access Events' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_objectaccess_auditotherobjectaccessevents,Object Access Audit Other Object Access Events = Success+ Failure,Changed,
6.20,L1,Ensure 'Object Access Audit Removable Storage' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_objectaccess_auditremovablestorage,Object Access Audit Removable Storage = Success+ Failure,Changed,
6.21,L1,Ensure 'Policy Change Audit MPSSVC Rule Level Policy Change' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_policychange_auditmpssvcrulelevelpolicychange,Policy Change Audit MPSSVC Rule Level Policy Change = Success+ Failure,Changed,
6.22,L1,Ensure 'Policy Change Audit Other Policy Change Events' is set to include 'Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_policychange_auditotherpolicychangeevents,Policy Change Audit Other Policy Change Events = Failure,Changed,
6.23,L1,Ensure 'Privilege Use Audit Sensitive Privilege Use' is set to 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_privilegeuse_auditsensitiveprivilegeuse,Privilege Use Audit Sensitive Privilege Use = Success,Unchanged,
6.24,L1,Ensure 'System Audit I Psec Driver' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_system_auditipsecdriver,System Audit I Psec Driver = Success+ Failure,Changed,
6.25,L1,Ensure 'System Audit Other System Events' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_system_auditothersystemevents,System Audit Other System Events = Success+ Failure,Changed,
6.26,L1,Ensure 'System Audit Security State Change' is set to include 'Success' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_system_auditsecuritystatechange,System Audit Security State Change = Success,Unchanged,
6.27,L1,Ensure 'System Audit System Integrity' is set to 'Success and Failure' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Audit and Event Logging - v5.0.0,device_vendor_msft_policy_config_audit_system_auditsystemintegrity,System Audit System Integrity = Success+ Failure,Changed,
8.1,BL,Ensure 'Require Device Encryption' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Encryption - D - BitLocker (BL) - v5.0.0,device_vendor_msft_bitlocker_requiredeviceencryption,Require Device Encryption = Enabled,Unchanged,
8.2,BL,Ensure 'Allow Warning For Other Disk Encryption' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Encryption - D - BitLocker (BL) - v5.0.0,device_vendor_msft_bitlocker_allowwarningforotherdiskencryption,Allow Warning For Other Disk Encryption = Disabled [Allow Standard User Encryption = Enabled],Unchanged,
8.3,BL,Ensure 'Allow Warning For Other Disk Encryption: Allow Standard User Encryption' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Encryption - D - BitLocker (BL) - v5.0.0,device_vendor_msft_bitlocker_allowwarningforotherdiskencryption,Allow Warning For Other Disk Encryption = Disabled [Allow Standard User Encryption = Enabled],Unchanged,Child of Allow Warning For Other Disk Encryption (same instance as 8.2)
12.1,L2,Ensure 'Allow Camera' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_camera_allowcamera,Allow Camera = Not allowed.,New,
15.1,L1,Ensure 'Config refresh' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Config Refresh - v5.0.0,device_vendor_msft_dmclient_provider_{providerid},Provider ID = Config refresh = Enabled.; Refresh cadence = 30,New,"v4 instance retained: Config Refresh enabled, cadence 30 minutes (CIS: 90 or less)"
15.2,L1,Ensure 'Refresh cadence' is set to '90' (or less) (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Config Refresh - v5.0.0,device_vendor_msft_dmclient_provider_{providerid},Provider ID = Config refresh = Enabled.; Refresh cadence = 30,New,"v4 instance retained: Config Refresh enabled, cadence 30 minutes (CIS: 90 or less)"
22.1,L1,Ensure 'DO Download Mode' is NOT set to 'HTTP blended with Internet Peering' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Delivery Optimisation - v5.0.0,device_vendor_msft_policy_config_deliveryoptimization_dodownloadmode,DO Download Mode = HTTP blended with peering behind the same NAT,Unchanged,v4 value retained: HTTP blended with peering behind the same NAT (CIS: anything other than Internet peering)
23.1,L1,Ensure 'Configure System Guard Launch' is set to 'Unmanaged Enables Secure Launch if supported by hardware' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_deviceguard_configuresystemguardlaunch,Configure System Guard Launch = Unmanaged Enables Secure Launch if supported by hardware,Unchanged,
23.2,L1,Ensure 'Credential Guard' is set to 'Enabled with UEFI lock' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_deviceguard_lsacfgflags,Credential Guard = (Enabled with UEFI lock) Turns on Credential Guard with UEFI lock.,Unchanged,
23.3,L1,Ensure 'Enable Virtualization Based Security' is set to 'Enable virtualization based security' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_deviceguard_enablevirtualizationbasedsecurity,Enable Virtualization Based Security = enable virtualization based security.,Unchanged,
23.4,L1,Ensure 'Require Platform Security Features' is set to 'Turns on VBS with Secure Boot' or higher (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_deviceguard_requireplatformsecurityfeatures,Require Platform Security Features = Turns on VBS with Secure Boot.,Unchanged,v4 value retained: VBS with Secure Boot (CIS minimum)
27.1,BL,Ensure 'Device Enumeration Policy' is set to 'Block all (most restrictive)' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - DMA and Device Installation Protection (BL) - v5.0.0,device_vendor_msft_policy_config_dmaguard_deviceenumerationpolicy,Device Enumeration Policy = Block all (Most restrictive),New,
33.1,L1,Ensure 'Allow Cortana' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_experience_allowcortana,Allow Cortana = Block,Changed,
33.2,L1,Ensure 'Allow Spotlight Collection (User)' is set to '0' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - U - Feature Configuration - v5.0.0,user_vendor_msft_policy_config_experience_allowspotlightcollection,Allow Spotlight Collection (User) = 0,New,
33.3,L2,Ensure 'Allow Windows Spotlight (User)' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - U - Feature Configuration - v5.0.0,user_vendor_msft_policy_config_experience_allowwindowsspotlight,Allow Windows Spotlight (User) = Block,New,
33.4,L1,Ensure 'Disable Consumer Account State Content' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_experience_disableconsumeraccountstatecontent,Disable Consumer Account State Content = Enabled.,Unchanged,
33.5,L1,Ensure 'Do not show feedback notifications' is set to 'Feedback notifications are disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_experience_donotshowfeedbacknotifications,Do Not Show Feedback Notifications = Feedback notifications are disabled.,Unchanged,
37.1,L1,Ensure 'Enable Domain Network Firewall' is set to 'True' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Firewall - D - Firewall Configuration - v5.0.0,vendor_msft_firewall_mdmstore_domainprofile_enablefirewall,Enable Domain Network Firewall = True [Default Inbound Action for Domain Profile = Block; Disable Inbound Notifications = True; Enable Log Dropped Packets = Enable Logging Of Dropped Packets; Enable Log Success Connections = Enable Logging Of Successful Connections; Log File Path = '%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log'; Log Max File Size = 16384],Changed,
